Device_Fail,Gear_Type,Velocity,Torque(Nm),Wear_Measure,Sensor_1,Sensor_2
N,Z,1720,28.1,178,302.3,332.2592593
N,Y,1644,31.4,41,300.4,330.7777778
N,Y,1615,32.9,159,302.8,337.0740741
Y,X,2563,12.8,81,300.4,328.5555556
N,X,1623,32.7,0,300.7,327.8148148
N,Z,1771,31.6,202,303.4,335.962963
Y,Z,1376,53.9,215,299.4,331.8888889
N,Z,1401,49.7,118,302.3,333.3703704
N,Y,1544,42.3,170,296.6,319.2962963
N,Z,1637,31.8,42,298.7,328.9259259
N,Y,1608,32.6,57,298.1,320.7777778
N,Z,1270,54.2,26,301.5,330.4074074
N,Y,1594,35.5,13,303.1,333
N,Z,1377,45.5,54,302.6,337.0740741
N,Z,1368,52,140,296.8,320.037037
N,Y,1519,38.1,198,298.7,328.9259259
N,Z,1867,23,242,300.6,327.0740741
N,Z,1395,44.1,120,303.6,340.4074074
N,Z,1420,45.4,70,296.8,321.1481481
N,Z,1400,54,196,302.5,334.8518519
N,X,1355,58.9,138,297.5,323.7407407
N,Z,1570,35.2,23,300.8,330.4074074
N,Z,1348,44.5,78,301.3,332.6296296
N,Y,1455,42.7,183,299.4,323.7407407
N,Y,1448,44.8,31,298.8,327.8148148
N,Z,1382,46.4,94,302.2,333.7407407
N,Z,1361,51.7,192,298.9,329.2962963
N,Z,1493,38.4,132,302.4,335.5925926
N,Z,1560,36.3,129,301.3,330.037037
N,Z,1709,28.4,118,296.8,321.1481481
N,Z,1529,45.3,15,297.6,323.7407407
N,Z,1324,52.2,85,300.7,333
N,Z,1559,36,196,301.4,330.4074074
N,Y,1590,40.3,130,301.9,330.7777778
N,Z,1502,38.3,88,299.1,324.4814815
N,Y,1399,46.4,132,297,322.6296296
N,Z,1275,60.7,15,300.2,327.8148148
N,Y,1564,37.5,15,298.5,322.2592593
N,Z,1654,32.1,25,298.1,322.2592593
N,Z,1388,49.4,128,300.3,333
N,Z,1655,32.2,12,300.8,335.2222222
N,Z,1588,40.4,190,297.2,323.3703704
N,X,1516,40.1,166,297.8,318.9259259
N,X,1625,37.3,27,304.2,341.1481481
N,Y,1569,35.6,173,298,320.037037
Y,X,1411,53.8,246,302.8,337.8148148
N,Y,1413,40.7,117,300,326.3333333
N,Z,1433,48.4,178,303.9,340.037037
N,Z,1327,56.5,189,297.5,322.2592593
N,Z,1574,32.7,175,303.5,337.8148148
N,Z,1417,41.8,186,297.3,321.1481481
N,Z,1632,30.5,122,302.2,331.1481481
N,Z,1878,24.3,24,300.7,333.3703704
N,Y,1402,47,23,303.5,338.9259259
N,Z,1671,28.8,149,300.2,334.8518519
N,Y,1493,48.1,145,301,331.5185185
Y,Y,2710,9.7,143,301,337.0740741
N,Z,1416,43.8,112,300.9,338.9259259
N,Z,1248,61.4,77,301,330.7777778
N,Z,1397,43.5,227,300.8,335.2222222
N,Z,1721,30,87,302.8,333
N,Z,1540,37.1,164,297.2,321.1481481
N,Z,2158,16.8,32,300.3,330.037037
N,X,1448,45.6,172,297,321.1481481
N,Z,1562,37.6,137,298.3,325.962963
N,Z,1255,59,138,302.4,335.5925926
N,Y,1535,38.3,5,302.3,335.2222222
N,Y,1548,33.5,35,299.2,330.7777778
N,Z,1643,32.9,145,299.6,326.7037037
N,Z,1666,34.6,33,304.1,340.4074074
N,Y,1472,46.7,116,298,320.037037
N,Z,1977,20.2,182,297.9,320.037037
N,Z,1632,31.6,189,301.6,332.2592593
N,Z,1431,39.3,22,300.7,331.5185185
N,Z,1691,29.6,116,297.9,323.7407407
N,Y,2117,18.6,22,303.8,340.4074074
N,Z,1504,34.3,48,299,330.4074074
N,Z,1906,21.2,110,302.4,329.2962963
N,Z,1342,49.1,179,297.1,321.1481481
N,Y,1918,21.6,131,302.5,330.7777778
N,Z,1593,34.5,102,301.6,330.7777778
N,X,1440,46.1,84,297.5,323.7407407
N,Y,1558,35.4,223,299,330.037037
N,X,1466,44.1,184,298.8,324.8518519
N,Z,1668,30.3,200,299.8,325.5925926
N,Z,1392,44.1,140,297.7,326.7037037
N,Y,1716,30.7,119,298.1,323.7407407
N,X,1463,39.1,66,298.6,327.8148148
N,X,1588,35.4,114,298,320.7777778
N,Z,1459,39.4,59,297.3,323
N,X,1388,53.5,83,298.1,324.8518519
N,Z,1525,41.9,145,303.8,340.7777778
N,X,1618,32.8,40,300.8,331.8888889
N,Y,1642,28.8,92,300.2,327.0740741
N,Z,1338,44.4,128,296.8,320.037037
N,Y,1558,32.6,34,301.2,329.2962963
N,Z,1677,31.1,191,299.6,326.7037037
N,Y,1387,48.3,25,299.6,326.3333333
N,X,1357,42,179,302.5,336.3333333
N,Y,1442,45.1,0,300.4,335.5925926
N,Z,1515,40.8,183,302.9,337.4444444
N,Z,1362,59.5,46,299,329.2962963
N,Z,1646,35.8,143,303.8,339.2962963
Y,X,1604,36.1,225,297.9,319.2962963
N,Y,1610,34.6,219,297.9,319.2962963
N,Z,1528,31.1,194,298.2,320.7777778
N,Y,1502,34.4,157,301.7,331.8888889
N,Y,1606,31.7,22,303.5,337.8148148
N,Z,1491,38.3,121,298.2,325.2222222
N,Y,1556,38.8,127,300.9,332.6296296
N,Z,1332,53.9,7,296.9,321.5185185
N,Z,1780,27.9,35,298.2,324.1111111
N,Y,1379,42.9,13,302.2,334.8518519
N,Y,1396,43.5,112,301.5,333
N,X,1629,32.3,89,300,327.4444444
N,Y,1390,49.8,85,298.1,321.8888889
N,Y,1586,41.1,129,304.1,340.7777778
N,Z,1858,26.3,144,300.8,337.4444444
N,Z,1917,21,127,296,316.7037037
Y,Z,1357,58,108,302,330.4074074
N,X,1488,41,101,297.7,322.6296296
N,X,1372,46,86,302.3,334.1111111
N,Z,1519,39,90,301.9,331.8888889
N,Z,1677,31.2,180,298.6,326.3333333
N,Z,1351,56.3,174,297.8,318.5555556
N,Y,1401,47,198,299.2,324.1111111
N,Z,1584,38.7,104,304,340.7777778
N,Z,1353,50.7,13,297.9,320.4074074
N,Y,1654,35.3,155,298.1,322.2592593
N,Z,1469,46.7,65,297.3,323
N,Y,1649,32.7,185,299.7,333
N,Z,1607,32.7,2,298.7,325.5925926
N,Z,1748,29.9,140,300.8,332.2592593
N,Y,1472,47,73,301.9,331.5185185
N,Z,1580,32.3,11,301.5,332.2592593
N,Z,1519,38.1,178,302.6,336.7037037
N,X,2440,14,166,297.2,323.3703704
N,Y,1924,22.4,36,300.8,331.5185185
N,X,1637,30.8,2,298.3,321.5185185
Y,Z,1295,51.3,51,303.4,335.2222222
N,X,1538,38.4,65,301.3,330.4074074
N,X,1431,43.2,0,300.4,329.6666667
N,X,1478,36,191,302.7,336.7037037
N,X,1405,53.6,86,299.1,330.4074074
N,Y,1334,50.9,5,302.9,337.8148148
N,Z,1891,22.7,135,302.3,332.2592593
N,X,1477,52.3,2,297.3,321.8888889
N,Y,1409,41.3,39,302.1,331.8888889
N,Z,1524,43.1,73,297.4,323.7407407
N,Z,1747,31,45,297.5,323
N,Z,1547,41.7,72,301.8,331.5185185
N,X,1516,36.4,83,301.4,331.5185185
N,Y,1492,40.2,197,298,320.7777778
N,Z,1389,53.3,132,296.2,317.0740741
N,Y,1659,29.9,73,301.7,331.5185185
N,Y,1562,37.1,58,300.7,333.7407407
N,Z,1635,36,23,302,333
N,Z,1391,48.4,100,298.4,324.8518519
N,Z,1488,42.5,146,297.1,323
N,Y,1509,40.1,25,301.3,331.8888889
N,Z,1858,22.5,22,299.9,326.7037037
N,Z,1477,37.9,60,299,329.6666667
N,Z,1369,54.5,82,298.2,320.037037
N,Z,1839,22.7,79,298,320.7777778
N,Z,1377,49.9,48,301,336.7037037
N,Z,1394,46.5,206,301.5,331.1481481
N,Y,1349,56.2,127,300.1,326.7037037
N,Y,1443,43.9,137,297.1,320.7777778
N,X,1515,36.8,27,300.2,334.4814815
N,Z,1521,31.5,202,302.1,333.7407407
N,X,1548,41.6,25,299.3,330.4074074
N,Z,1452,45.5,63,298.3,322.6296296
Y,Z,1325,45.1,208,302.1,331.5185185
N,Y,1449,40.8,157,297.9,323.3703704
N,Z,1461,49.9,0,300.7,327.0740741
N,Z,1490,33.6,71,298.8,324.1111111
N,Y,1422,49.7,139,298.6,327.8148148
N,Y,1518,38.7,103,303.4,339.2962963
N,Z,1376,57.1,8,302.8,337.8148148
N,Z,1507,41.3,158,299.2,330.037037
N,Y,1412,45.5,49,297.4,323.3703704
Y,Y,2659,11.4,26,303.6,339.2962963
Y,Y,2639,12,21,301.5,330.4074074
N,Y,1326,57.2,100,297.2,322.6296296
N,Z,1450,44.3,7,298.6,327.0740741
N,Z,1428,44.5,51,295.6,314.8518519
N,X,1640,30.9,79,297.6,322.6296296
Y,Z,1378,53.1,212,302,332.2592593
N,Y,1595,32.9,135,302,330.4074074
N,Z,1435,40.3,197,297.5,322.6296296
N,Z,1566,41.9,50,297.9,324.8518519
N,Z,1543,37.5,33,302.7,336.7037037
N,Z,1571,39.4,0,297.4,323
N,Z,1581,37,127,301,332.6296296
N,X,1527,35.1,164,300.8,336.7037037
N,Z,1460,37.4,25,299.8,326.7037037
N,Y,1521,38.2,74,297.5,322.6296296
N,Y,1440,43.6,5,298.5,322.6296296
N,Z,1465,40.6,9,300,325.5925926
N,Z,1675,29.8,72,297.5,326.3333333
N,Y,1496,45.6,129,298.4,326.3333333
N,Z,1611,35.6,117,302,330.4074074
N,Z,1423,42.1,154,298.8,328.9259259
N,Y,1355,56.7,7,299.8,325.5925926
N,Z,1543,34.3,8,297.6,326.3333333
N,Y,1429,52.7,35,301.1,331.1481481
N,Z,1611,35.4,72,296.8,321.1481481
N,Z,1493,38.5,132,298.8,328.1851852
N,Z,1570,40.1,79,300.9,330.7777778
N,Y,1395,59.1,4,303.3,334.1111111
N,Z,1767,27.4,11,302,331.8888889
N,Z,1356,53.5,132,300.2,334.8518519
N,Z,1408,44.4,106,301.6,333
N,Y,1501,40,48,300.2,326.7037037
N,Z,1680,29.4,95,298.8,323.7407407
N,Y,1470,46.5,101,301.4,331.5185185
N,Z,1557,32.4,173,296.9,323
N,Z,1512,43.6,92,296.5,320.037037
N,Z,1491,38.2,26,303.4,335.962963
N,Z,1961,21.8,148,301.6,331.8888889
N,X,1474,41.8,18,301.9,333.3703704
N,Y,1298,57.2,10,299,329.6666667
N,Z,1430,55,102,300.2,328.1851852
N,Y,1550,38.7,45,300.2,329.2962963
N,Z,1840,26.6,202,301.8,333.3703704
N,X,1593,33.3,95,298.6,327.4444444
N,Z,1553,33.5,2,297.3,322.2592593
N,X,1948,21.4,136,298.4,321.1481481
N,Y,1732,26.2,126,304,341.8888889
N,Y,1506,38,125,299.1,322.6296296
N,Z,1626,36.5,83,298.1,321.5185185
N,Y,1622,37.2,103,297.5,322.6296296
N,Z,1662,31,37,301.3,329.2962963
N,Y,1651,30.8,92,299.6,325.962963
N,Z,1364,46.3,44,303.7,339.2962963
N,Z,1535,38.1,160,299.9,333.7407407
N,Z,1589,30.6,11,298.5,324.4814815
N,Y,1483,47.2,71,303.9,340.4074074
N,Z,1382,61,140,299.5,326.3333333
N,Z,1496,45,104,299.1,329.6666667
N,Z,1747,25.3,136,297.9,320.037037
N,Y,1365,51.7,111,300.8,333.3703704
N,Z,1594,35.1,54,299.5,328.9259259
N,X,1418,46.6,197,299.7,331.8888889
N,X,1332,51,72,298.1,326.3333333
N,Z,1650,29.8,94,301.9,331.8888889
N,Z,1365,50.6,143,297.6,324.1111111
N,Z,1530,35.9,68,298.2,320.7777778
N,Y,1484,44.7,40,297.5,323.3703704
N,Y,1509,34.2,141,298.3,326.7037037
N,Y,1439,45.8,81,298.8,327.8148148
N,Y,1506,41.5,77,299.5,326.3333333
N,Z,1510,39.9,61,301,337.0740741
N,Y,1327,52.1,24,297.5,323.7407407
N,Y,1454,42.5,35,296.3,318.5555556
N,Z,1487,43.2,206,302.3,335.5925926
Y,Z,1256,58.7,213,303.8,340.4074074
N,Z,1400,49.5,79,298.9,323.7407407
N,Z,1287,54.8,54,303.4,337.4444444
N,Z,1674,27,223,302.5,334.1111111
N,Z,1609,33.2,156,299.2,329.6666667
N,Y,1445,46.4,24,300.7,327.0740741
N,Z,1389,44.9,69,298.9,324.1111111
N,X,1622,31.8,103,300,325.2222222
N,Z,1530,37.8,157,297.5,324.4814815
N,X,1482,39,127,302.3,335.2222222
N,Z,1610,33.6,115,297.5,322.2592593
N,Y,1481,39.7,85,301.3,330.7777778
N,Z,2052,18.9,40,302.5,336.3333333
N,Z,1501,36.7,4,297.9,321.5185185
N,Z,1647,31.8,52,302.6,337.4444444
N,Z,1479,40.7,10,299.1,321.8888889
N,Z,1521,41,99,301.1,331.8888889
N,Y,1428,42.6,23,300.6,327.8148148
N,Z,1479,44.4,214,299.8,325.962963
N,Z,1605,37,78,299.3,323.7407407
N,Z,1456,44.7,29,297.5,324.1111111
N,Z,1606,30.9,156,300.3,333
N,Z,1694,28.7,195,298.7,323
N,Z,1564,36.2,31,300.8,331.8888889
N,Z,1498,50.2,160,298.9,329.6666667
N,Z,1503,40,154,303.8,339.2962963
N,Y,1409,50.7,43,296.9,321.5185185
N,Z,1417,49.7,5,301.5,331.8888889
N,Y,1564,35,105,297.4,323
N,Z,1422,42.7,186,298.4,322.6296296
N,Z,1511,40.1,107,303.1,339.6666667
N,Z,1489,47.8,21,300.6,329.6666667
N,X,1438,43.8,119,302.3,331.8888889
N,Z,1488,41.1,151,301.5,330.4074074
N,X,1416,39.2,74,297.5,324.1111111
N,Y,1530,35.7,80,300.2,330.4074074
Y,Y,1419,47.7,20,301.9,332.2592593
N,Z,1698,28.1,39,302,331.5185185
N,Z,2329,15.1,113,303.1,339.2962963
N,Y,1511,45,204,302.1,333.7407407
N,Z,1513,40.4,22,302.3,329.2962963
N,Z,1719,27.3,58,298.9,328.9259259
N,Z,1705,29.5,95,299.2,330.7777778
N,Z,1648,30,122,302.4,335.5925926
N,Z,1669,32.2,191,301.9,332.6296296
N,Y,1484,44.9,80,298.8,328.9259259
N,Y,1284,55.3,166,298.9,327.4444444
N,Y,1458,46.9,23,300.2,327.0740741
N,Z,1399,47.8,99,298.3,321.1481481
N,Z,1486,40.7,39,299.1,329.2962963
N,Z,1300,64.2,165,299.8,333
N,Z,1504,37.9,58,300,333.3703704
N,Z,1458,41.8,132,298.2,322.6296296
N,Z,1858,23.9,114,298.3,328.9259259
N,Z,1440,42.5,87,299.4,324.8518519
N,Z,1811,24.7,27,298.5,322.6296296
N,X,1374,53.1,66,300.7,333.7407407
N,Z,1513,35.8,92,303.4,339.2962963
N,Z,1419,48.8,76,299.1,330.7777778
N,Z,1663,31.5,81,302,332.2592593
N,X,1792,25.8,121,301.1,331.8888889
Y,Y,1334,61,182,301.8,328.5555556
N,Y,2293,16.3,170,300,326.3333333
N,Z,1507,46.1,209,300.7,331.5185185
N,Z,1430,43.1,29,302.2,334.1111111
N,Z,1327,54.1,57,304.1,340.4074074
N,Z,1521,36.3,166,301.3,331.1481481
N,Y,1568,37.5,135,301.9,327.8148148
N,X,1390,49,194,300.3,335.962963
N,Z,1419,50,52,297.4,322.2592593
N,Y,1636,29.7,32,297.7,325.2222222
N,X,1436,45.6,9,303.6,337.8148148
N,Z,1953,19.4,107,300.9,333.7407407
N,Z,1385,53.6,5,302.1,331.1481481
Y,Z,1311,57.4,40,301.7,329.6666667
N,Z,1926,23.7,83,298.4,329.2962963
N,Z,1954,21.1,42,297.9,321.5185185
N,Z,1365,44.5,129,300.8,337.8148148
N,Z,1505,39.2,209,297.4,325.2222222
N,Y,1489,40.3,196,304.3,342.2592593
N,Z,1413,53.4,203,296.2,318.1851852
N,Y,1486,39.6,144,301.5,330.4074074
N,Z,1680,29.2,111,301.6,333
N,Y,1341,50.9,137,300.5,327.8148148
N,X,1554,42.4,158,297.3,321.8888889
N,Z,1542,38.5,108,300.5,327.0740741
N,Z,1557,35.1,60,296.6,319.6666667
N,Z,1417,46.9,35,301.1,329.2962963
N,Y,1580,33.9,70,298.6,327.0740741
N,Z,1430,57,43,298,323.7407407
N,X,1542,41.8,166,299.4,323.7407407
N,Z,1438,46.6,63,299.2,323.3703704
N,Z,1468,43.3,168,303.7,338.9259259
N,Z,1702,33.1,71,300.5,330.4074074
N,Z,1811,24.3,209,303.7,340.037037
N,X,1486,46.6,98,297.2,323.7407407
N,Z,1647,35,74,299.1,323.3703704
N,Z,1517,36.7,233,297.5,326.7037037
N,Y,1581,32.7,181,302.5,330.4074074
N,Y,1365,48.7,56,298.5,326.7037037
N,Z,1568,36.3,166,298.2,325.5925926
N,Z,1620,33.2,28,297.4,325.962963
N,Z,1535,39,204,301.5,330.7777778
N,Z,1550,32.4,5,300.7,336.3333333
N,X,1333,50.2,177,296.6,319.2962963
N,Z,1392,52.6,23,301.2,331.8888889
N,Y,1469,42.6,80,297.4,323.7407407
N,Y,1711,28.7,83,302.1,332.6296296
N,Z,1368,46,171,300.3,325.5925926
N,Z,1390,51.4,168,298.6,322.2592593
N,Y,1581,37.5,75,298.8,329.6666667
N,Z,1271,61.4,125,296.8,321.1481481
N,Z,1323,61.1,178,300.8,335.5925926
N,Z,1525,37.8,54,298.6,326.7037037
N,Y,1881,20.9,23,301.8,332.2592593
N,Z,1521,38.5,142,302.4,330.4074074
N,Z,1691,33.1,9,297.5,323.3703704
N,Z,1633,33.3,213,297.5,323
N,X,1491,45.3,133,298.9,329.2962963
N,Z,1671,28.8,108,296.6,320.037037
N,Y,1639,42.1,159,299.9,328.5555556
N,Z,1454,36.6,0,302,331.8888889
N,Y,1657,31,70,299,330.037037
N,Y,1394,46.4,82,302.9,338.5555556
N,Z,1677,26.4,146,297.2,323
N,Z,1539,34.2,13,302,332.2592593
N,Z,1569,38.4,11,304.4,342.2592593
N,Y,1534,40.1,41,302.4,334.1111111
N,Y,1525,38.5,113,297.9,325.2222222
N,Z,1346,57.4,138,299.7,325.962963
N,Z,1561,32.7,67,300.9,330.4074074
N,X,1781,24.9,70,300,327.0740741
N,Y,1479,45.5,44,301.2,329.2962963
N,Y,1528,37.2,228,300.4,325.962963
N,Z,1524,43.5,71,300.8,333.7407407
N,Y,1389,51.2,185,299.9,325.962963
N,Y,1651,28.1,110,295.6,314.4814815
N,X,2636,12.8,84,298.3,321.8888889
N,Y,1378,48.2,82,300.5,334.4814815
N,Z,1375,55.6,128,297.5,323.3703704
N,Z,1544,34.3,0,302.3,334.8518519
N,Z,1369,46.2,146,299.8,333.3703704
Y,Z,1222,66.8,148,303.6,335.5925926
N,Z,1749,28.3,83,300,334.4814815
N,Z,1436,36.5,43,302.5,330.7777778
N,Y,1334,46.3,31,299.3,325.962963
N,Z,1925,22,74,300.7,331.8888889
N,Y,1326,50.8,18,295.5,314.1111111
N,Z,1403,60.1,58,300.3,334.4814815
N,Y,1507,38.6,149,301.5,333
N,Z,1452,47.8,34,300.2,334.1111111
N,Y,1407,42.4,224,300.7,335.5925926
N,Z,1363,44,25,298.8,328.1851852
N,Z,1335,53,39,297.2,323.7407407
N,Y,1539,36.1,76,299.6,325.2222222
N,Z,1759,24.8,34,300.3,334.1111111
N,X,1642,36.2,103,300.5,326.7037037
N,Z,1483,42.5,46,298.7,323.3703704
N,Z,1988,21.4,41,298.2,322.2592593
N,X,1709,27,151,301.2,328.1851852
N,Y,1456,41.2,150,298.2,324.4814815
N,Z,1551,35.8,61,301.8,333.7407407
N,Z,1760,30.6,213,300.5,327.4444444
N,Z,1827,23.8,9,302.2,331.8888889
N,X,1491,39.7,181,298.2,321.1481481
N,Y,1604,39.4,9,297.2,322.6296296
N,Z,1467,46.2,219,299.8,326.7037037
N,Z,1315,55.5,28,298.6,326.7037037
N,Z,1496,35.2,60,299.1,330.7777778
N,Z,1335,40.2,109,298.1,323
N,Y,1791,24.1,213,300,334.1111111
N,X,1521,36.5,40,299.1,322.6296296
N,Y,1639,33.3,191,298.2,322.6296296
N,Z,1987,20.1,21,302.1,334.4814815
N,Y,2006,19.1,102,300.7,331.1481481
N,Z,1405,51.4,183,299.2,324.4814815
N,Y,2042,17.8,129,298.1,325.2222222
N,Y,1415,46.3,27,298.1,323.7407407
N,Y,1456,43.8,15,298.9,328.9259259
N,Z,1409,56,19,304.3,342.2592593
N,Z,1486,41.8,69,300,328.9259259
N,Z,1923,21.5,18,302.6,329.6666667
N,Z,1530,35.5,0,298.7,328.1851852
N,Z,1449,36.5,33,301.8,332.2592593
N,Z,1460,46.1,15,300.7,335.2222222
N,X,1421,43.8,182,301.4,330.7777778
N,Z,1352,52.8,41,299.1,329.6666667
N,Y,1292,54.4,136,302.9,337.0740741
N,Z,1918,21.7,28,301.1,332.6296296
N,Y,1509,42.8,190,299.9,326.7037037
N,Y,1362,56.3,179,299.9,329.2962963
N,Z,1476,43.6,173,301,330.4074074
N,Z,1537,35.7,198,298.6,325.5925926
N,Y,1320,61.7,134,299.8,327.8148148
Y,Y,1367,63.2,45,300.6,326.7037037
N,Z,1428,43.8,119,300.5,328.1851852
N,Y,1522,46.2,56,300.8,332.2592593
N,Y,1408,44,144,300.2,327.8148148
N,Y,1274,67.3,159,300.8,336.3333333
N,Z,1628,33.4,229,297.6,326.7037037
N,Z,1743,24.8,99,299.6,329.6666667
N,Z,2084,17.6,175,299.8,332.2592593
N,Z,1932,21.9,132,303,337.4444444
N,Z,1553,35.8,26,301,332.6296296
N,Z,1479,45,136,298.1,320.4074074
Y,Z,1446,40.9,211,302.7,330.7777778
N,Z,1517,36.6,117,298.9,328.5555556
N,Y,1416,46.6,201,300.9,328.9259259
N,Z,1539,39,119,302.5,330.037037
N,Y,1675,35.5,164,300.4,327.4444444
N,Z,2001,20.5,220,297.6,327.0740741
N,Y,1430,49.6,135,298.7,323
N,Z,1760,26.9,193,300,329.6666667
N,Z,1457,44.1,40,303.7,340.037037
N,Z,2354,15,117,304,340.037037
N,Z,1424,53.9,132,297.6,322.6296296
N,Y,1295,61.2,12,297.8,325.962963
N,Z,1915,22.4,79,295.7,315.2222222
N,Z,1533,36.8,198,297.8,328.1851852
N,Y,1537,36.3,233,296.7,320.7777778
N,Z,1415,44.1,43,302.1,333.7407407
N,Y,1617,32.5,115,300.3,334.8518519
N,Z,1400,53.7,175,302.4,329.6666667
N,Z,1650,35.2,196,300.3,325.962963
N,Z,1942,20.6,176,298.3,320.037037
N,Z,1509,36.2,57,298.8,328.1851852
N,Y,1474,38.8,139,303.7,337.8148148
N,Z,1529,44,136,298.8,327.8148148
N,Z,1362,49.1,23,300.1,327.8148148
N,Z,1638,35.1,38,298.1,321.5185185
N,Z,1534,37.7,90,300.5,334.8518519
N,Y,1335,47.8,40,298.9,322.2592593
N,Z,1449,49.1,174,297.6,325.5925926
N,X,1435,41.9,115,303.1,339.2962963
N,Z,1623,29.9,24,298,320.7777778
N,X,1635,34.2,62,300.5,327.0740741
N,Z,1314,42.4,198,300.7,331.5185185
N,Y,1561,45.3,58,298.9,328.9259259
N,Z,1461,50.1,31,303.7,339.6666667
N,Z,1363,45.5,28,298.7,329.6666667
N,Z,1434,44.5,89,300.8,330.7777778
N,X,1442,49.2,61,300.2,327.4444444
N,Z,1549,36.1,58,296.4,319.6666667
N,Z,1433,42.6,101,300.6,332.2592593
N,Y,1839,23.6,30,301.8,332.6296296
N,Z,1707,29.1,94,299.8,327.8148148
N,Z,1285,52.1,100,296.9,320.7777778
N,X,1432,49.5,91,298.3,323.7407407
N,Y,1684,31.4,72,296.4,319.6666667
N,Z,1782,26.9,116,300.8,333.7407407
N,Z,1642,30.3,3,298.1,324.1111111
N,Z,1431,45.2,90,296.5,320.037037
N,Z,1264,59,57,301,337.0740741
N,Y,1674,29.5,109,303,337.4444444
N,Z,1470,33.5,148,300.3,326.7037037
N,X,1645,31,41,296.1,317.0740741
N,Z,2032,19,203,301.8,328.9259259
N,Z,1547,36.5,179,296.8,320.037037
N,Z,1597,35.9,213,298.6,328.1851852
N,Z,1421,46,124,297.4,323
N,X,1587,33.8,57,301.5,330.7777778
N,Z,1749,25.9,8,297.4,321.8888889
N,Y,1418,39.8,221,300.1,325.962963
N,Y,1345,57.1,71,300.1,330.037037
N,Z,1329,54.9,58,299.1,330.7777778
N,Z,1569,31.2,63,297.2,322.6296296
N,Z,1553,39.8,0,300.6,335.2222222
Y,Z,2270,14.6,149,295.7,314.8518519
N,Z,1486,42.3,86,298.3,321.5185185
N,Z,1622,34.1,3,300.6,329.6666667
N,Y,1564,39.9,97,299,329.6666667
N,X,1467,37.3,193,299.8,325.2222222
N,Z,1658,32.3,150,302.3,334.8518519
N,Z,1740,28.2,78,304.2,341.5185185
N,Z,1334,49.8,186,298.5,322.6296296
N,Z,1629,32.5,45,298.1,328.5555556
N,Z,1531,37.4,16,298.4,326.3333333
N,Z,1619,32.7,85,300.5,335.2222222
N,Y,1521,39.9,15,300.8,334.1111111
N,Z,1278,54,18,298.2,324.8518519
N,Z,1565,35.3,6,302.1,331.8888889
N,Y,1625,37.1,131,299,330.4074074
N,Y,1502,37.3,181,297.1,323
N,Z,1554,36.3,62,299.6,332.6296296
N,Y,1486,45.9,78,297.5,323.7407407
N,Y,1645,33.4,22,299,323.7407407
N,Y,1557,37.7,86,298.5,327.8148148
N,Z,1617,37.9,207,302.8,331.1481481
N,Z,1534,42.5,127,300.4,327.8148148
N,Y,1661,34.5,6,299.7,330.037037
N,X,1686,29.1,60,298.1,328.5555556
N,Z,1544,36,197,299.4,326.3333333
N,X,1668,27.9,240,297.5,327.0740741
N,Y,1514,41.1,121,303.9,340.4074074
N,Z,1564,38.2,199,300.5,330.7777778
N,Y,1595,36.9,25,297.6,323.7407407
N,Z,1555,33.9,96,302.9,333
N,Y,1547,38.9,0,298.1,324.1111111
N,Z,1651,30.9,146,302,330.7777778
Y,Z,1372,55.6,215,295.6,314.4814815
N,Z,2025,21.4,64,300.6,327.0740741
N,Z,1646,34.6,238,296.7,320.7777778
N,Z,1536,38.9,94,299.3,324.1111111
N,Z,1617,34.5,126,301,330.037037
N,Y,1532,38.6,104,295.9,316.3333333
N,Z,1364,50,205,302.1,332.6296296
N,Z,1595,31.7,170,297,321.1481481
N,X,1662,29,137,300.4,334.4814815
N,Y,1479,43.5,143,297.8,323
N,Y,1489,40.7,212,299,327.8148148
N,Z,1538,36.1,198,300.8,330.037037
N,Y,1583,40.7,2,301.1,331.5185185
N,Z,1371,55.5,159,299.1,323.3703704
N,Y,1545,37.5,155,300.8,331.1481481
N,Z,1687,30.4,33,299.8,330.037037
N,Z,1607,30.3,62,297.8,320.037037
N,Y,1432,42.5,150,303.6,335.5925926
N,Z,1515,39.8,141,299.2,323.3703704
N,Z,1378,47.3,71,300.6,329.6666667
N,Z,1692,28.3,136,298.4,327.0740741
N,X,1754,26.9,209,302.9,337.4444444
N,Z,1422,43.6,78,298.9,328.9259259
N,Y,1653,31.4,2,302.2,335.2222222
N,Z,1298,61.4,19,300.4,330.4074074
N,Y,1709,30.6,196,297.3,321.8888889
N,Z,1313,50.6,108,298.1,324.8518519
N,Y,1597,36.7,191,303,333
N,Z,1504,46.4,129,300.9,331.1481481
N,Z,1433,54.6,66,298.7,329.2962963
N,Z,1429,46.9,117,298.2,320.7777778
N,Z,1356,50.7,185,298.9,324.1111111
N,Z,1440,43,148,300.7,333
Y,Z,1369,50.6,220,297.4,323
N,Z,1397,52,101,295.7,314.8518519
N,Y,1486,38.9,106,300.7,332.2592593
N,Z,1406,43.8,12,298.9,331.1481481
N,X,1555,36.8,36,298.6,322.2592593
N,Z,1445,42.6,0,299.7,326.3333333
N,Z,1903,22.3,145,298.8,327.4444444
N,Z,1543,37.9,130,299.1,323
N,Z,1542,36.7,101,301.9,332.2592593
N,Z,1889,23.5,198,301,335.962963
N,Z,1599,30.1,216,300.1,325.962963
N,Z,1450,43,40,299.1,325.2222222
